"label","name","lat","lng"
"Tram Stop","14-Abbotsford St/Queensberry St (North Melbourne)",-37.802663,144.945802
"Tram Stop","23-Royal Park/Royal Park (Parkville)",-37.791414,144.949294
"Tram Stop","24-Elliott Ave/Royal Park (Parkville)",-37.787878,144.949619
"Tram Stop","25-State Netball Hockey Centre/Royal Park (Parkville)",-37.784383,144.94867
"Tram Stop","26-Melbourne Zoo/Royal Park (Parkville)",-37.782375,144.949282
"Tram Stop","27-Royal Park Station/Royal Park (Parkville)",-37.780872,144.950925
"Tram Stop","28-Park St/Royal Park (Parkville)",-37.776917,144.94949
"Tram Stop","124-Walsh St/Toorak Rd (South Yarra)",-37.83819,144.984565
"Tram Stop","28-Punt Rd/High St (Prahran)",-37.850564,144.984047
"Tram Stop","18-Princes Park/Royal Pde (Parkville)",-37.779379,144.959936
"Tram Stop","17-Ievers St/Royal Pde (Parkville)",-37.781888,144.95964
"Tram Stop","16-Visy Park/Royal Pde (Parkville)",-37.784856,144.959274
"Tram Stop","15-Leonard St/Royal Pde (Parkville)",-37.787931,144.958894
"Tram Stop","14-Macarthur Rd/Royal Pde (Parkville)",-37.790017,144.958644
"Tram Stop","13-Gatehouse St/Royal Pde (Parkville)",-37.792679,144.95831
"Tram Stop","12-Morrah St/Royal Pde (Parkville)",-37.795656,144.957944
"Tram Stop","18-Princes Park/Royal Pde (Parkville)",-37.779383,144.960152
"Tram Stop","11-University of Melbourne/Royal Pde (Parkville)",-37.798273,144.957656
"Tram Stop","17-Ievers St/Royal Pde (Parkville)",-37.781684,144.959838
"Tram Stop","16-Walker St/Royal Pde (Parkville)",-37.784589,144.959509
"Tram Stop","15-Leonard St/Royal Pde (Parkville)",-37.787674,144.959129
"Tram Stop","14-Cemetery Road West/Royal Pde (Parkville)",-37.789715,144.958879
"Tram Stop","13-Gatehouse St/Royal Pde (Parkville)",-37.792422,144.958544
"Tram Stop","12-Morrah St/Royal Pde (Parkville)",-37.795561,144.958173
"Tram Stop","11-University of Melbourne/Royal Pde (Parkville)",-37.798105,144.957854
"Tram Stop","7-Russell St/Bourke St (Melbourne City)",-37.812769,144.968354
"Tram Stop","6-Swanston St/Bourke St (Melbourne City)",-37.813484,144.965904
"Tram Stop","5-Elizabeth St/Bourke St (Melbourne City)",-37.814217,144.96351
"Tram Stop","4-Queen St/Bourke St (Melbourne City)",-37.815253,144.959835
"Tram Stop","3-William St/Bourke St (Melbourne City)",-37.815882,144.957625
"Tram Stop","1-Spencer St/Bourke St (Melbourne City)",-37.817063,144.953514
"Tram Stop","1-Spencer St/Bourke St (Melbourne City)",-37.816846,144.953997
"Tram Stop","1-Flinders Street Railway Station/Elizabeth St (Melbourne City)",-37.817717,144.964765
"Tram Stop","2-Collins St/Elizabeth St (Melbourne City)",-37.815428,144.963669
"Tram Stop","3-Bourke Street Mall/Elizabeth St (Melbourne City)",-37.813447,144.962758
"Tram Stop","5-Melbourne Central Station/Elizabeth St (Melbourne City)",-37.810558,144.961429
"Tram Stop","7-Queen Victoria Market/Elizabeth St (Melbourne City)",-37.806561,144.959574
"Tram Stop","8-Peel St/Victoria St (Melbourne City)",-37.805935,144.956218
"Tram Stop","9-William St/Victoria St (Melbourne City)",-37.805688,144.953908
"Tram Stop","10-Chetwynd St/Victoria St (Melbourne City)",-37.805517,144.952391
"Tram Stop","11-Errol St/Victoria St (Melbourne City)",-37.805196,144.949446
"Tram Stop","11-Victoria St/Errol St (North Melbourne)",-37.804959,144.949339
"Tram Stop","10-Chetwynd St/Victoria St (Melbourne City)",-37.805403,144.95203
"Tram Stop","9-Howard St/Victoria St (Melbourne City)",-37.805564,144.953502
"Tram Stop","8-Peel St/Victoria St (Melbourne City)",-37.80581,144.955744
"Tram Stop","9-Pelham St/Elizabeth St (Melbourne City)",-37.801947,144.957464
"Tram Stop","10-Royal Melbourne Hospital/Royal Pde (Melbourne City)",-37.799901,144.957441
"Tram Stop","10-Royal Melbourne Hospital/Royal Pde (Parkville)",-37.79958,144.957665
"Tram Stop","9-Pelham St/Elizabeth St (Melbourne City)",-37.802148,144.957663
"Tram Stop","7-Queen Victoria Market/Elizabeth St (Melbourne City)",-37.80689,144.959849
"Tram Stop","5-Melbourne Central Station/Elizabeth St (Melbourne City)",-37.811105,144.961778
"Tram Stop","3-Bourke Street Mall/Elizabeth St (Melbourne City)",-37.814039,144.963128
"Tram Stop","2-Collins St/Elizabeth St (Melbourne City)",-37.815929,144.963996
"Tram Stop","1-Flinders Street Railway Station/Elizabeth St (Melbourne City)",-37.817899,144.96484
"Tram Stop","10-Albert St/Nicholson St (Fitzroy)",-37.809676,144.972949
"Tram Stop","9-Spring St/Bourke St (Melbourne City)",-37.811544,144.972579
"Tram Stop","3-William St/Bourke St (Melbourne City)",-37.815706,144.957914
"Tram Stop","4-Queen St/Bourke St (Melbourne City)",-37.815122,144.960054
"Tram Stop","5-Elizabeth St/Bourke St (Melbourne City)",-37.814031,144.963685
"Tram Stop","6-Swanston St/Bourke St (Melbourne City)",-37.813266,144.966376
"Tram Stop","7-Russell St/Bourke St (Melbourne City)",-37.812468,144.969169
"Tram Stop","9-Spring St/Bourke St (Melbourne City)",-37.811523,144.97241
"Tram Stop","10-Albert St/Nicholson St (East Melbourne)",-37.809423,144.972899
"Tram Stop","11-Melbourne Museum/Nicholson St (Fitzroy)",-37.805676,144.973546
"Tram Stop","12-St Vincents Plaza/Victoria Pde (East Melbourne)",-37.80828,144.976133
"Tram Stop","11-Albert St/Gisborne St (East Melbourne)",-37.80939,144.975728
"Tram Stop","10-Parliament Railway Station/Macarthur St (East Melbourne)",-37.812379,144.974488
"Tram Stop","8-Spring St/Collins St (Melbourne City)",-37.813557,144.973285
"Tram Stop","6-Melbourne Town Hall/Collins St (Melbourne City)",-37.815674,144.965957
"Tram Stop","5-Elizabeth St/Collins St (Melbourne City)",-37.816423,144.963404
"Tram Stop","3-William St/Collins St (Melbourne City)",-37.817607,144.959429
"Tram Stop","1-Spencer St/Collins St (Melbourne City)",-37.818847,144.955055
"Tram Stop","1-Spencer St/Collins St (Melbourne City)",-37.818741,144.955183
"Tram Stop","3-William St/Collins St (Melbourne City)",-37.817372,144.959913
"Tram Stop","5-Elizabeth St/Collins St (Melbourne City)",-37.816206,144.963864
"Tram Stop","6-Melbourne Town Hall/Collins St (Melbourne City)",-37.815518,144.96628
"Tram Stop","8-Spring St/Collins St (Melbourne City)",-37.813416,144.973482
"Tram Stop","10-Parliament Railway Station/Macarthur St (East Melbourne)",-37.81217,144.974368
"Tram Stop","22-Boundary Rd/Racecourse Rd (North Melbourne)",-37.789131,144.939852
"Tram Stop","20-Melrose St/Flemington Rd (North Melbourne)",-37.790394,144.943485
"Tram Stop","19-Abbotsford St Interchange/Abbotsford St (North Melbourne)",-37.794106,144.947096
"Tram Stop","11-Albert St/Gisborne St (East Melbourne)",-37.809695,144.975606
"Tram Stop","10-Nicholson St/Victoria Pde (East Melbourne)",-37.808019,144.973562
"Tram Stop","9-La Trobe St/Victoria St (Melbourne City)",-37.807614,144.970972
"Tram Stop","8-Exhibition St/La Trobe St (Melbourne City)",-37.808103,144.969027
"Tram Stop","6-Swanston St/La Trobe St (Melbourne City)",-37.80955,144.964081
"Tram Stop","5-Elizabeth St/La Trobe St (Melbourne City)",-37.810291,144.961596
"Tram Stop","4-Queen St/La Trobe St (Melbourne City)",-37.811005,144.959122
"Tram Stop","3-William St/La Trobe St (Melbourne City)",-37.811711,144.956718
"Tram Stop","1-Spencer St/La Trobe St (Melbourne City)",-37.813112,144.95176
"Tram Stop","D10-New Quay Prom/Docklands Dr (Docklands)",-37.813781,144.940508
"Tram Stop","D11-Waterfront City/Docklands Dr (Docklands)",-37.814345,144.938754
"Tram Stop","D10-NewQuay Prom/Docklands Dr (Docklands)",-37.813312,144.941509
"Tram Stop","D1-Stadium Precinct/La Trobe St (Docklands)",-37.814578,144.946404
"Tram Stop","119-Spencer St/La Trobe St (Melbourne City)",-37.813211,144.951201
"Tram Stop","2-King St/La Trobe St (Melbourne City)",-37.81248,144.953732
"Tram Stop","3-William St/La Trobe St (Melbourne City)",-37.811791,144.956136
"Tram Stop","4-Queen St/La Trobe St (Melbourne City)",-37.811061,144.958712
"Tram Stop","5-Elizabeth St/La Trobe St (Melbourne City)",-37.810355,144.961117
"Tram Stop","6-Swanston St/La Trobe St (Melbourne City)",-37.809647,144.963465
"Tram Stop","7-Russell St/La Trobe St (Melbourne City)",-37.808909,144.966098
"Tram Stop","8-Exhibition St/La Trobe St (Melbourne City)",-37.808185,144.968537
"Tram Stop","9-Victoria St/La Trobe St (Melbourne City)",-37.807656,144.970266
"Tram Stop","10-Nicholson St/Victoria Pde (Carlton)",-37.807836,144.97284
"Tram Stop","D2-Central Pier/Harbour Esp (Docklands)",-37.814705,144.944901
"Tram Stop","D3-Stadium Precinct/Harbour Esp (Docklands)",-37.817819,144.946246
"Tram Stop","D4-Docklands Park/Harbour Esp (Docklands)",-37.821466,144.94761
"Tram Stop","D5-South Wharf/Wurundjeri Way (Docklands)",-37.821835,144.951213
"Tram Stop","D6-Flinders Street West/Flinders St (Docklands)",-37.821471,144.953608
"Tram Stop","18-Chapman St/Abbotsford St (North Melbourne)",-37.79496,144.946947
"Tram Stop","17-Molesworth St/Abbotsford St (North Melbourne)",-37.796307,144.946694
"Tram Stop","16-Haines St/Abbotsford St (North Melbourne)",-37.798284,144.946344
"Tram Stop","15-Arden St/Abbotsford St (North Melbourne)",-37.800997,144.945849
"Tram Stop","14-Queensberry St/Abbotsford St (North Melbourne)",-37.80239,144.945628
"Tram Stop","23-Royal Park/Royal Park (Parkville)",-37.79138,144.949397
"Tram Stop","24-Elliott Ave/Royal Park (Parkville)",-37.788016,144.949751
"Tram Stop","25-State Netball Hockey Centre/Royal Park (Parkville)",-37.784539,144.948848
"Tram Stop","26-Melbourne Zoo/Royal Park (Parkville)",-37.782617,144.949219
"Tram Stop","27-Royal Park Station/Royal Park (Parkville)",-37.780753,144.95136
"Tram Stop","28-Park St/Royal Park (Parkville)",-37.777241,144.949969
"Tram Stop","3-Market St/Flinders St (Melbourne City)",-37.819063,144.961797
"Tram Stop","4-Elizabeth St/Flinders St (Melbourne City)",-37.818238,144.964626
"Tram Stop","5-Swanston St/Flinders St (Melbourne City)",-37.81756,144.967132
"Tram Stop","6-Russell St/Flinders St (Melbourne City)",-37.816564,144.9705
"Tram Stop","8-Spring St/Flinders St (Melbourne City)",-37.815319,144.974612
"Tram Stop","9-Lansdowne St/Wellington Pde (East Melbourne)",-37.815453,144.977164
"Tram Stop","10-Jolimont Rd/Wellington Pde (East Melbourne)",-37.81575,144.979791
"Tram Stop","11-Jolimont Station-MCG/Wellington Pde (East Melbourne)",-37.816341,144.984819
"Tram Stop","13-Simpson St/Wellington Pde (East Melbourne)",-37.81654,144.986983
"Tram Stop","14-Punt Rd/Wellington Pde (Melbourne City)",-37.817388,144.989675
"Tram Stop","13-Simpson St/Wellington Pde (East Melbourne)",-37.816603,144.98697
"Tram Stop","11-Jolimont Station-MCG/Wellington Pde (East Melbourne)",-37.816246,144.983992
"Tram Stop","10-Jolimont Rd/Wellington Pde (East Melbourne)",-37.815769,144.979325
"Tram Stop","9-Lansdowne St/Wellington Pde (Melbourne City)",-37.815471,144.976664
"Tram Stop","8-Spring St/Flinders St (Melbourne City)",-37.815537,144.974174
"Tram Stop","7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City)",-37.819587,144.97913
"Tram Stop","7C-MCG Gates 4-7/John Cain Arena (Melbourne City)",-37.822384,144.98353
"Tram Stop","7D-Olympic Boulevard (Melbourne City)",-37.824135,144.986857
"Tram Stop","7D-Olympic Boulevard (Melbourne City)",-37.823827,144.986751
"Tram Stop","7C-MCG Gates 4-7/John Cain Arena (Melbourne City)",-37.822137,144.982798
"Tram Stop","7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City)",-37.819349,144.978421
"Tram Stop","6-Russell St/Flinders St (Melbourne City)",-37.816657,144.970168
"Tram Stop","5-Swanston St/Flinders St (Melbourne City)",-37.817756,144.966491
"Tram Stop","4-Elizabeth St/Flinders St (Melbourne City)",-37.818412,144.96428
"Tram Stop","3-Market St/Flinders St (Melbourne City)",-37.819306,144.961279
"Tram Stop","D6-Victoria Police Centre/Flinders St (Southbank)",-37.821726,144.953215
"Tram Stop","D5-South Wharf/Wurundjeri Way (Docklands)",-37.822001,144.950913
"Tram Stop","D4-Docklands Park/Harbour Esp (Docklands)",-37.821725,144.947501
"Tram Stop","D3-Stadium Precinct/Harbour Esp (Docklands)",-37.817463,144.94596
"Tram Stop","D2-CentralPier/Harbour Esp (Docklands)",-37.814249,144.944584
"Tram Stop","125-Clarendon St/Whiteman St (Southbank)",-37.825688,144.956684
"Tram Stop","124A-Casino/MCEC/Clarendon St (Southbank)",-37.823289,144.956057
"Tram Stop","124-Batman Park/Spencer St (Melbourne City)",-37.821554,144.955265
"Tram Stop","122-Southern Cross Railway Station/Spencer St (Melbourne City)",-37.818767,144.954092
"Tram Stop","120-Lonsdale St/Spencer St (Melbourne City)",-37.815313,144.952381
"Tram Stop","119-La Trobe St/Spencer St (Melbourne City)",-37.813405,144.951502
"Tram Stop","120-Lonsdale St/Spencer St (Melbourne City)",-37.81496,144.952311
"Tram Stop","122-Southern Cross Railway Station/Spencer St (Melbourne City)",-37.818319,144.953718
"Tram Stop","124-Batman Park/Spencer St (Melbourne City)",-37.821773,144.955406
"Tram Stop","124A-Casino/MCEC/Clarendon St (Southbank)",-37.823591,144.95631
"Tram Stop","5-Bourke St/William St (Melbourne City)",-37.815874,144.95825
"Tram Stop","7-Flagstaff Railway Station/William St (Melbourne City)",-37.811996,144.956517
"Tram Stop","8-Franklin St/William St (Melbourne City)",-37.809743,144.955454
"Tram Stop","10-Victoria St/Peel St (West Melbourne)",-37.805391,144.956029
"Tram Stop","10-Victoria St/Peel St (West Melbourne)",-37.805698,144.956077
"Tram Stop","9-Queen Victoria Market/Peel St (North Melbourne)",-37.807442,144.955779
"Tram Stop","9-Queen Victoria Market/39 Peel St (North Melbourne)",-37.807216,144.955751
"Tram Stop","8-Franklin St/Peel St (Melbourne City)",-37.809428,144.955474
"Tram Stop","7-Flagstaff Railway Station/William St (Melbourne City)",-37.812461,144.956799
"Tram Stop","5-Bourke St/William St (Melbourne City)",-37.81544,144.95816
"Tram Stop","4-Collins St/William St (Melbourne City)",-37.817457,144.959092
"Tram Stop","1-Flinders St/Queens Bridge St (Melbourne City)",-37.819513,144.96124
"Tram Stop","115-Casino/Southbank/Queens Bridge St (Southbank)",-37.822117,144.961225
"Tram Stop","117-York St/Kings Way (South Melbourne)",-37.82961,144.964075
"Tram Stop","118-Sturt St/Kings Way (Southbank)",-37.830536,144.965004
"Tram Stop","20-Kings Way/Sturt St (Southbank)",-37.830091,144.965334
"Tram Stop","19-Miles St/Sturt St (Southbank)",-37.828431,144.965755
"Tram Stop","18-Grant St/Sturt St (Southbank)",-37.825779,144.966634
"Tram Stop","17-Arts Precinct/Sturt St (Southbank)",-37.823816,144.967256
"Tram Stop","17-Arts Precinct/Sturt St (Southbank)",-37.824094,144.96718
"Tram Stop","18-Grant St/Sturt St (Southbank)",-37.825924,144.966664
"Tram Stop","19-Miles St/Sturt St (Southbank)",-37.828184,144.966057
"Tram Stop","20-Kings Way/Sturt St (Southbank)",-37.830119,144.96539
"Tram Stop","116-City Rd/Kings Way (Southbank)",-37.82626,144.960577
"Tram Stop","115-Casino East/Queens Bridge St (Southbank)",-37.821711,144.961225
"Tram Stop","1-Flinders St/Queens Bridge St (Melbourne City)",-37.819429,144.961106
"Tram Stop","2-Flinders Lane/Market St (Melbourne City)",-37.818539,144.960698
"Tram Stop","3-William St/Flinders Lane (Melbourne City)",-37.81864,144.959776
"Tram Stop","4-Collins St/William St (Melbourne City)",-37.817819,144.959173
"Tram Stop","7-RMIT University/Swanston St (Melbourne City)",-37.807799,144.962868
"Tram Stop","4-Queensberry St/Swanston St (Carlton)",-37.805135,144.963112
"Tram Stop","3-Lincoln Square/Swanston St (Carlton)",-37.802629,144.963555
"Tram Stop","1-Melbourne University/Swanston St (Carlton)",-37.798766,144.964241
"Tram Stop","15-Murphy St/Flemington Rd (North Melbourne)",-37.797587,144.952394
"Tram Stop","125A-Southbank Tram Depot/Light Rail (South Melbourne)",-37.827691,144.953709
"Tram Stop","13-Lansdowne St/Victoria Pde (East Melbourne)",-37.808551,144.978806
"Tram Stop","15-Smith St/Victoria Pde (East Melbourne)",-37.808925,144.982215
"Tram Stop","16-Wellington St/Victoria Pde (East Melbourne)",-37.809292,144.985738
"Tram Stop","18-Hoddle St/Victoria Pde (Collingwood)",-37.809795,144.990415
"Tram Stop","15-Murphy St/Flemington Rd (North Melbourne)",-37.797488,144.952385
"Tram Stop","12-Flemington Rd/Peel St (North Melbourne)",-37.801384,144.95673
"Tram Stop","12-Flemington Rd/Peel St (North Melbourne)",-37.801548,144.956805
"Tram Stop","11-Queensberry St/Peel St (North Melbourne)",-37.803623,144.956441
"Tram Stop","11-Queensberry St/Peel St (North Melbourne)",-37.803307,144.956393
"Tram Stop","126-City Rd/Clarendon St (South Melbourne)",-37.827223,144.957869
"Tram Stop","0-Bourke St/Spring St (Melbourne City)",-37.811664,144.973246
"Tram Stop","D1-Stadium Precinct/La Trobe St (Docklands)",-37.814566,144.946745
"Tram Stop","1-Spencer St/Flinders St (Melbourne City)",-37.820834,144.955853
"Tram Stop","1-Spencer St/Flinders St (Melbourne City)",-37.821051,144.955381
"Tram Stop","2-Melbourne Aquarium/Flinders St (Melbourne City)",-37.82031,144.957821
"Tram Stop","2-Melbourne Aquarium/Flinders St (Melbourne City)",-37.820109,144.958213
"Tram Stop","7-Exhibition St/Collins St (Melbourne City)",-37.814215,144.970712
"Tram Stop","7-Exhibition St/Collins St (Melbourne City)",-37.814383,144.970514
"Tram Stop","116-City Rd/Kings Way (Southbank)",-37.8263,144.960803
"Tram Stop","7A-William Barak Bridge/Melbourne Park (Melbourne City)",-37.818167,144.976204
"Tram Stop","7A-William Barak Bridge/Melbourne Park (Melbourne City)",-37.818323,144.975825
"Tram Stop","26-Alfred Hospital/Commercial Rd (Prahran)",-37.845361,144.982313
"Tram Stop","13-Curzon St/Queensberry St (North Melbourne)",-37.802826,144.947944
"Tram Stop","12-North Melbourne Town Hall/Queensberry St (North Melbourne)",-37.802987,144.949405
"Tram Stop","14-Royal Melbourne Hospital/Flemington Rd (Parkville)",-37.799478,144.954886
"Tram Stop","16-Harker St/Flemington Rd (Parkville)",-37.796419,144.951052
"Tram Stop","19-Royal Childrens Hospital/Flemington Rd (North Melbourne)",-37.794282,144.948363
"Tram Stop","22-Flemington Bridge Station/Flemington Rd (North Melbourne)",-37.788276,144.940932
"Tram Stop","125-Port Junction/79 Whiteman St (Southbank)",-37.826076,144.956208
"Tram Stop","124-Walsh St/Toorak Rd (South Yarra)",-37.838028,144.984536
"Tram Stop","125-Punt Rd/Toorak Rd (South Yarra)",-37.83821,144.986269
"Tram Stop","112-Lygon St/Elgin St (Carlton)",-37.797027,144.966355
"Tram Stop","113-Lytton St/Lygon St (Carlton)",-37.794138,144.968127
"Tram Stop","125A-Southbank Tram Depot/Light Rail (South Melbourne)",-37.827453,144.953988
"Tram Stop","8-Richmond Station/Swan St (Cremorne)",-37.824532,144.988436
"Tram Stop","1-Melbourne University/Swanston St (Carlton)",-37.799305,144.964192
"Tram Stop","3-Lincoln Square/Swanston St (Carlton)",-37.80237,144.963687
"Tram Stop","4-Queensberry St/Swanston St (Carlton)",-37.805694,144.963108
"Tram Stop","7-RMIT University/Swanston St (Melbourne City)",-37.808139,144.96329
"Tram Stop","8-Melbourne Central Station/Swanston St (Melbourne City)",-37.810382,144.964274
"Tram Stop","10-Bourke Street Mall/Swanston St (Melbourne City)",-37.813199,144.965582
"Tram Stop","11-City Square/Swanston St (Melbourne City)",-37.816378,144.967017
"Tram Stop","13-Federation Square/Swanston St (Melbourne City)",-37.818476,144.967982
"Tram Stop","14-Arts Precinct/St Kilda Rd (Southbank)",-37.821846,144.969514
"Tram Stop","17-Grant St-Police Memorial/St Kilda Rd (Southbank)",-37.824169,144.970473
"Tram Stop","19-Shrine of Remembrance/St Kilda Rd (Melbourne City)",-37.828799,144.971369
"Tram Stop","22-Toorak Rd/St Kilda Rd (Melbourne City)",-37.835761,144.975348
"Tram Stop","23-Arthur St/St Kilda Rd (Melbourne City)",-37.838855,144.97657
"Tram Stop","24-Leopold St/St Kilda Rd (South Melbourne)",-37.841159,144.977405
"Tram Stop","25-Commercial Rd/St Kilda Rd (South Melbourne)",-37.844523,144.978631
"Tram Stop","26-Moubray St/St Kilda Rd (South Melbourne)",-37.847552,144.979719
"Tram Stop","27-High St/St Kilda Rd (South Melbourne)",-37.849864,144.980554
"Tram Stop","27-Lorne St/St Kilda Rd (Melbourne City)",-37.849918,144.980541
"Tram Stop","13-Curzon St/Queensberry St (North Melbourne)",-37.802942,144.948362
"Tram Stop","12-North Melbourne Town Hall/Errol St (North Melbourne)",-37.803224,144.949535
"Tram Stop","14-Royal Melbourne Hospital/Flemington Rd (North Melbourne)",-37.799826,144.955205
"Tram Stop","16-Harker St/Flemington Rd (North Melbourne)",-37.796758,144.95136
"Tram Stop","19-Royal Childrens Hospital/Flemington Rd (North Melbourne)",-37.794141,144.94806
"Tram Stop","20-Melrose St/Flemington Rd (North Melbourne)",-37.790474,144.94346
"Tram Stop","22-Flemington Bridge Station/Flemington Rd (North Melbourne)",-37.788054,144.940609
"Tram Stop","19-Shrine of Remembrance/St Kilda Rd (Melbourne City)",-37.828931,144.971229
"Tram Stop","17-Grant St-Police Memorial/St Kilda Rd (Southbank)",-37.824634,144.970801
"Tram Stop","14-Arts Precinct/St Kilda Rd (Southbank)",-37.821517,144.969239
"Tram Stop","13-Federation Square/Swanston St (Melbourne City)",-37.818065,144.967675
"Tram Stop","11-City Square/Swanston St (Melbourne City)",-37.81573,144.966569
"Tram Stop","10-Bourke Street Mall/Swanston St (Melbourne City)",-37.812759,144.965185
"Tram Stop","8-Melbourne Central Station/Swanston St (Melbourne City)",-37.809889,144.96389
"Tram Stop","12-Moor St/Nicholson St (Fitzroy)",-37.801587,144.974237
"Tram Stop","14-Rose St/Nicholson St (Carlton)",-37.795244,144.975319
"Tram Stop","126-City Rd/Clarendon St (South Melbourne)",-37.82806,144.958346
"Tram Stop","D14-Southern Cross Station/Collins St (Docklands)",-37.819681,144.952215
"Tram Stop","D15-Batman's Hill/Collins St (Docklands)",-37.820266,144.950131
"Tram Stop","D17-Merchant St/Collins St (Docklands)",-37.821527,144.945416
"Tram Stop","D16-Harbour Esp/Collins St (Docklands)",-37.820797,144.948038
"Tram Stop","D15-Batman's Hill/Collins St (Docklands)",-37.820074,144.950477
"Tram Stop","D14-Southern Cross Station/Collins St (Docklands)",-37.819471,144.952596
"Tram Stop","D16-Harbour Esp/Collins St (Docklands)",-37.820862,144.948138
"Tram Stop","D18-Bourke St/Collins St (Docklands)",-37.820801,144.942039
"Tram Stop","22-Toorak Rd/St Kilda Rd (Melbourne City)",-37.835752,144.97536
"Tram Stop","123-Fawkner Park/Toorak Rd (South Yarra)",-37.83762,144.980706
"Tram Stop","123-Fawkner Park/Toorak Rd (South Yarra)",-37.837634,144.981047
"Train Stop","Flagstaff",-37.811827,144.956447
"Train Stop","Flemington Bridge",-37.788137,144.939322
"Train Stop","Jolimont",-37.8165,144.983878
"Train Stop","Flemington Racecourse",-37.787586,144.907196
"Train Stop","Showgrounds",-37.783552,144.914982
"Train Stop","Flinders Street",-37.818321,144.966997
"Train Stop","Kensington",-37.793486,144.930467
"Train Stop","Macaulay",-37.794576,144.936113
"Train Stop","North Melbourne",-37.806735,144.941831
"Train Stop","Royal Park",-37.781183,144.951868
"Train Stop","South Kensington",-37.79959,144.92532
"Train Stop","Southern Cross",-37.818354,144.952193
"Train Stop","Melbourne Central",-37.8097,144.963757
"Train Stop","Parliament",-37.811929,144.973408
"Shuttle Bus","Waterfront City, Docklands",-37.814148018233,144.937308878399
"Shuttle Bus","Arts Precinct",-37.820228405985,144.968709481939
"Shuttle Bus","Federation Square",-37.817327692699,144.967909588446
"Shuttle Bus","Docklands Stadium & Victoria Harbour",-37.818327272015,144.946419019713
"Shuttle Bus","Sports Precinct",-37.818586324179,144.981578214671
"Shuttle Bus","William Street",-37.818131954581,144.959336570717
"Shuttle Bus","Lygon Street Precinct",-37.799062870839,144.967216922135
"Shuttle Bus","Queen Victoria Market",-37.807718830915,144.955655006563
"Shuttle Bus","Southbank & Yarra River",-37.821179258026,144.96138798151
"Shuttle Bus","University of Melbourne",-37.800052147993,144.960580435349
"Shuttle Bus","Melbourne Museum and Carlton Gardens",-37.804705788845,144.969268527626
"Shuttle Bus","Chinatown Precinct",-37.812791473531,144.97089160581
"Shuttle Bus","The Shrine and Royal Botanic Gardens",-37.829329359335,144.974126576746
